identifier,dimension,smiles,bus,elements,ms,nms
ZERGOS,0,CCCN(CCC)CCC,[],"['O', 'W']",['W'],['O']
ZESLAK,0,CCCCCCN,[],"['O', 'V']",['V'],['O']
ZESQIX,0,c1ccc(-c2ccncc2)nc1,[],"['Cr', 'O']",['Cr'],['O']
ZESQOD,0,c1ccc(N=c2cccc[nH]2)nc1,[],"['Cr', 'O']",['Cr'],['O']
ZESQUJ,0,c1cc(-c2ccncc2)ccn1,[],"['Cr', 'O']",['Cr'],['O']
ZETMET,1,Cc1cccc(N2CCNCC2)c1C,[1],"['Li', 'O', 'P']",['Li'],"['O', 'P']"
ZEXCOU,2,NCCN,[1],"['Fe', 'O', 'P']",['Fe'],"['O', 'P']"
ZIGLOT,3,CNC,[7],"['C', 'Ni', 'O']",['Ni'],"['C', 'O']"
ZILDUV,1,NCCCCCCN,[1],"['Cd', 'Mo', 'O', 'P']","['Cd', 'Mo']","['O', 'P']"
ZILFAD,1,NCCCCCCN,[1],"['Mo', 'O', 'P', 'Zn']","['Mo', 'Zn']","['O', 'P']"
ZILFEH,1,NCCCCCCN,[1],"['Mn', 'Mo', 'Na', 'O', 'P']","['Mn', 'Mo', 'Na']","['O', 'P']"
ZITSEA,1,C1CNCCN1,[],"['O', 'V']",['V'],['O']
ZITWAD,0,CNC,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O']
ZIWKEV,2,NCCN,[],"['O', 'V']",['V'],['O']
ZIWKIZ,2,C1CNCCN1,[],"['O', 'V']",['V'],['O']
ZIXDAO,3,CN,[7],"['C', 'Cr', 'Fe', 'O']","['Cr', 'Fe']","['C', 'O']"
ZIXDES,3,CNC,[7],"['C', 'Co', 'Cr', 'O']","['Co', 'Cr']","['C', 'O']"
ZIXDIW,3,CN,[7],"['C', 'Cr', 'Ni', 'O']","['Cr', 'Ni']","['C', 'O']"
ZOBPIR,1,CNC,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
ZOCHAD,0,C1N2CN3CN1CN(C2)C3,[],"['O', 'V']",['V'],['O']
ZOGRAO,3,NCCN,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
ZOHNIV,2,c1cc(-c2ccncc2)ccn1,[2],"['O', 'Pr', 'S']",['Pr'],"['O', 'S']"
ZOLJEP,2,NCCCN,[],"['O', 'V']",['V'],['O']
ZOQFOC,2,C1CNCCN1,[1],"['Cl', 'Cu', 'F', 'O', 'P']",['Cu'],"['Cl', 'F', 'O', 'P']"
ZOZBAR,0,NCCN,[2],"['Mn', 'O', 'S']",['Mn'],"['O', 'S']"
ZOZBEV,0,CCN(CC)CC,[],"['Mo', 'O']",['Mo'],['O']
ZUCQOF,0,CCC1=C(CC)c2nc1c1[nH]c(c(CC)c1CC)c1[nH]c(c3nc(c4[nH]c(c(CC)c4CC)c4[nH]c(c(CC)c4CC)c4[nH]c(c(CC)c4CC)c4[nH]c2c(CC)c4CC)C(CC)=C3CC)c(CC)c1CC,[],"['O', 'Re']",['Re'],['O']
ZULVAF,2,NCCN1CCNCC1,[1],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
ZULVEJ,3,CN(C)CCCN,[1],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
ZUNRAD,1,Cc1c(Cn2ccnc2)c(C)c(Cn2ccnc2)c(C)c1Cn1ccnc1,[],"['Cd', 'Mo', 'O']","['Cd', 'Mo']",['O']
ZUNREH,1,Cc1c(Cn2ccnc2)c(C)c(Cn2ccnc2)c(C)c1Cn1ccnc1,[],"['Co', 'Mo', 'O']","['Co', 'Mo']",['O']
ZURJII,0,C1CCNCC1,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']"
ZUSXOA,2,C1CN2CCN1CC2,[],"['O', 'V']",['V'],['O']
ZUSZAQ,0,N=C(N)N,[8],"['C', 'O', 'U']",['U'],"['C', 'O']"
ZUTBUN,3,CN1CCNCC1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
ZUWVUI,2,CN1CCN(C)CC1,[0],"['O', 'P', 'V']",['V'],"['O', 'P']"
ZUZHEH,1,C1CNCCN1,[],"['Mo', 'O']",['Mo'],['O']
ADOSUI,0,c1c[nH]cn1,[],"['O', 'V']",['V'],['O']
AFILIL,0,NCCNCCN,[],"['O', 'V']",['V'],['O']
AGEWOB,3,N=C(N)N,"[9, 7]","['C', 'Mn', 'O', 'P']",['Mn'],"['C', 'O', 'P']"
AHUTAZ,0,C1CNCCN1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
AJOQOF,3,NCCN,"[12, 5]","['B', 'O', 'Si']",['Si'],"['B', 'O']"
ALICOO,0,CNC,[8],"['C', 'Mo', 'O']",['Mo'],"['C', 'O']"
ALIHAG,0,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[1],"['Mn', 'O', 'P', 'W']","['Mn', 'W']","['O', 'P']"
AMUXIQ,0,CNC,[],"['Mn', 'O', 'W']","['Mn', 'W']",['O']
ASOMUS,0,C(=Cc1ccncc1)c1ccncc1,[],"['Al', 'O', 'W']","['Al', 'W']",['O']
AWAJUE,0,CNC,[],"['Bi', 'O', 'W']","['Bi', 'W']",['O']
AXOSAI,0,c1ccncc1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
BAGXOZ,2,NCCN,[],"['Ag', 'Mn', 'Na', 'O', 'Sb', 'W']","['Ag', 'Mn', 'Na', 'Sb', 'W']",['O']
BEFLEF,3,CNC,[1],"['Al', 'Co', 'O', 'P']","['Al', 'Co']","['O', 'P']"
BEFLIJ,3,CNC,[1],"['Al', 'Co', 'O', 'P']","['Al', 'Co']","['O', 'P']"
BEFMOQ,3,NCCCN,[1],"['Al', 'Co', 'O', 'P']","['Al', 'Co']","['O', 'P']"
BEFMUW,3,CNCCN,[1],"['Al', 'Co', 'O', 'P']","['Al', 'Co']","['O', 'P']"
BEFNAD,3,CNCCN,[1],"['Co', 'Ga', 'O', 'P']","['Co', 'Ga']","['O', 'P']"
BEFNEH,3,NCCCN,[1],"['Co', 'Ga', 'O', 'P']","['Co', 'Ga']","['O', 'P']"
BEFNUX,3,NCCCCN,[1],"['Co', 'Ga', 'O', 'P']","['Co', 'Ga']","['O', 'P']"
BEZVOU,0,CNC,[0],"['O', 'P', 'W']",['W'],"['O', 'P']"
BIQSAX,0,c1cc(-c2ccncc2)ccn1,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O']
BIWLUO,3,C1CNCCN1,[1],"['Fe', 'O', 'P']",['Fe'],"['O', 'P']"
BIWMAV,2,C1CNCCN1,[1],"['Fe', 'O', 'P']",['Fe'],"['O', 'P']"
BOJDAG,3,c1ccncc1,[1],"['F', 'O', 'P', 'Zr']",['Zr'],"['F', 'O', 'P']"
BUDRUP,0,N=C(N)N,[11],"['As', 'Ni', 'O', 'W']","['Ni', 'W']","['As', 'O']"
CAHVAJ,3,C1CNCCN1,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
CEHLIN,1,c1cc(-c2ccncc2)ccn1,[6],"['As', 'Co', 'O', 'W']","['Co', 'W']","['As', 'O']"
CEXPIH,0,CNC,[],"['Mo', 'O', 'Te', 'V']","['Mo', 'Te', 'V']",['O']
CIJJIQ,0,c1c[nH]cn1,[],"['Ge', 'Mn', 'Mo', 'O']","['Ge', 'Mn', 'Mo']",['O']
CIJJOW,0,c1c[nH]cn1,[],"['Ge', 'Mo', 'Ni', 'O']","['Ge', 'Mo', 'Ni']",['O']
CIJJUC,0,c1c[nH]cn1,[],"['Co', 'Ge', 'Mo', 'O']","['Co', 'Ge', 'Mo']",['O']
CIQPEZ,0,c1ccncc1,[5],"['O', 'Si', 'W']","['Si', 'W']",['O']
CIRVOQ,0,NCCN,[],"['Fe', 'Ge', 'O', 'W']","['Fe', 'Ge', 'W']",['O']
COFMIU,3,CC(C)N,[5],"['Ge', 'O', 'Si']","['Ge', 'Si']",['O']
COFMOA,3,CC(C)N,[5],"['Ge', 'O', 'Si']","['Ge', 'Si']",['O']
COMQUT,1,c1cc(Cn2ccnc2)cc(Cn2ccnc2)c1,[],"['Mo', 'O', 'V']","['Mo', 'V']",['O']
COPJOJ,0,CNC,[0],"['Mo', 'O', 'P', 'W']","['Mo', 'W']","['O', 'P']"
COPJUP,0,CNC,[3],"['Mo', 'O', 'Se', 'W']","['Mo', 'W']","['O', 'Se']"
COPKAW,0,CNC,[],"['Mo', 'O', 'Te', 'W']","['Mo', 'Te', 'W']",['O']
COPKOK,0,CNC,"[0, 3]","['Mo', 'O', 'P', 'Se', 'W']","['Mo', 'W']","['O', 'P', 'Se']"
COPKUQ,0,CNC,[0],"['Mo', 'O', 'P', 'Te', 'W']","['Mo', 'Te', 'W']","['O', 'P']"
COPLAX,0,CNC,[0],"['Mo', 'O', 'P', 'W']","['Mo', 'W']","['O', 'P']"
COQMIE,1,CCNC1CC(C)(C)NC(C)(C)C1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
COVVAL,0,C1CNCCN1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
COVVIT,1,c1cc(-c2ccncc2)ccn1,[1],"['O', 'P', 'W', 'Zn']","['W', 'Zn']","['O', 'P']"
CUNRAG,3,NCCCCN,"[4, 1]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']"
DAGBIZ,0,NCc1cccc(CN)c1,[],"['O', 'V', 'W']","['V', 'W']",['O']
DARJOX,3,CCNCC,[1],"['Al', 'Co', 'O', 'P']","['Al', 'Co']","['O', 'P']"
DARJUD,3,CCNCC,[1],"['Al', 'O', 'P', 'Zn']","['Al', 'Zn']","['O', 'P']"
DEJBIG,0,c1ccc2[nH]cnc2c1,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O']
DEKHAE,2,CC(C)N,[],"['Cr', 'O', 'U']","['Cr', 'U']",['O']
DIMVIG,0,NCCCN,[3],"['O', 'Se', 'W']",['W'],"['O', 'Se']"
DOJQUQ,0,CNC,[3],"['Fe', 'O', 'Se', 'W']","['Fe', 'W']","['O', 'Se']"
DUFBAJ,0,c1ccc2[nH]nnc2c1,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O']
DUQCOK,0,c1cc(CCCc2ccncc2)ccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
DUXHAH,0,Nc1ccc(N=Nc2ccccc2)cc1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
EHIHEI,3,NCCN,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
EKUQAE,0,Cc1n[nH]c(C)c1-c1c(C)n[nH]c1C,[1],"['Co', 'O', 'P', 'W']","['Co', 'W']","['O', 'P']"
ELOJEU,3,NCCCCCCN,[],"['F', 'Ge', 'O', 'Zr']","['Ge', 'Zr']","['F', 'O']"
EMUDIB,0,c1c[nH]cn1,[],"['Mo', 'O']",['Mo'],['O']
ENECIK,0,Nc1cccnc1N,[],"['Co', 'Mo', 'O']","['Co', 'Mo']",['O']
EPESIC,1,c1ccncc1,[6],"['As', 'Be', 'O']",['Be'],"['As', 'O']"
EQICOX,0,CN(C)C(=N)N(C)C,[],"['Cr', 'O']",['Cr'],['O']
EQUCOI,3,NCCN,[1],"['O', 'P', 'Sc']",['Sc'],"['O', 'P']"
ETECAJ,3,CC(N)CN,[4],"['Bi', 'C', 'O']",['Bi'],"['C', 'O']"
EWULAK,0,c1cc(CCCc2ccncc2)ccn1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
EXISEL,0,C1CNCCN1,[],"['O', 'V', 'W']","['V', 'W']",['O']
EYAFOB,0,CNC,"[4, 10]","['C', 'Cu', 'N', 'O']",['Cu'],"['C', 'N', 'O']"
EZAWIL,3,CCN,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']"
FAHFUS,0,c1ccc2[nH]cnc2c1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
FALPOY,3,CN1CCN(C)CC1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
FALZAU,3,CCCC(N)CN,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
FALZEY,3,NCCN(CCN)CCN,[1],"['Al', 'Li', 'O', 'P']","['Al', 'Li']","['O', 'P']"
FALZIC,3,NCCN(CCN)CCN,[1],"['Ga', 'Li', 'O', 'P']","['Ga', 'Li']","['O', 'P']"
FALZOI,3,NCCN(CCN)CCN,[1],"['Al', 'Na', 'O', 'P']","['Al', 'Na']","['O', 'P']"
FANQOC,0,NC1CCCC1,"[14, 12]","['Al', 'B', 'O']",['Al'],"['B', 'O']"
FAQLEQ,0,CCN(CC)CC,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
FAVYEH,0,C1CNCCN1,[11],"['As', 'O', 'V']",['V'],"['As', 'O']"
FEVYUB,2,C1CNCCN1,[1],"['Ga', 'O', 'P', 'Ti']","['Ga', 'Ti']","['O', 'P']"
FEWQOQ,0,C1CNCCN1,[5],"['Mo', 'O', 'Si', 'V', 'W']","['Mo', 'Si', 'V', 'W']",['O']
FIJYUT,3,NCCN,[5],"['O', 'Si']",['Si'],['O']
FIKFEL,3,NCCN,[5],"['O', 'Si']",['Si'],['O']
FIRRIJ,0,c1c[nH]cn1,[17],"['Cl', 'Mo', 'O']",['Mo'],"['Cl', 'O']"
FODZUU,3,CNCCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
FOHXUX,1,NCCN,[1],"['Co', 'O', 'P', 'W']","['Co', 'W']","['O', 'P']"
FOKBOY,0,CC(N)CN,"[14, 12]","['B', 'O', 'V', 'Zn']","['V', 'Zn']","['B', 'O']"
FOPQUZ,0,CNC,[3],"['Gd', 'O', 'Se', 'W']","['Gd', 'W']","['O', 'Se']"
FOPRAG,0,CNC,[3],"['Dy', 'O', 'Se', 'W']","['Dy', 'W']","['O', 'Se']"
FOPREK,0,CNC,[3],"['O', 'Se', 'Tb', 'W']","['Tb', 'W']","['O', 'Se']"
FOPRIO,0,CNC,[3],"['O', 'Se', 'Tb', 'W']","['Tb', 'W']","['O', 'Se']"
FOPROU,0,CNC,[3],"['Dy', 'O', 'Se', 'W']","['Dy', 'W']","['O', 'Se']"
FOXVPY,0,c1ccncc1,[4],"['C', 'F', 'O', 'V']",['V'],"['C', 'F', 'O']"
FUNSUC,2,NCCN,[1],"['F', 'Fe', 'Nb', 'O', 'P']","['Fe', 'Nb']","['F', 'O', 'P']"
FUNTIR,2,NCCN,[1],"['Co', 'F', 'Nb', 'O', 'P']","['Co', 'Nb']","['F', 'O', 'P']"
GAFNIM,0,Nc1ccccc1,[1],"['Cu', 'O', 'P', 'W']","['Cu', 'W']","['O', 'P']"
GATPID,1,N=C(N)N,[],"['Eu', 'K', 'Nb', 'O']","['Eu', 'K', 'Nb']",['O']
GEGCOM,3,C1CCCNCC1,[5],"['O', 'Si']",['Si'],['O']
GOBYAY,0,c1cc(-c2ccncc2)ccn1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
GOYSEU,2,c1c[nH]cn1,"[6, 11]","['As', 'Mo', 'O']",['Mo'],"['As', 'O']"
GUAVPO,0,N=C(N)N,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
GUBJIX,1,CN(C)C,[1],"['Co', 'Mo', 'O', 'P']","['Co', 'Mo']","['O', 'P']"
GUBJOD,1,CN(C)C,[1],"['Mn', 'Mo', 'O', 'P']","['Mn', 'Mo']","['O', 'P']"
GUJLIH,2,NCCN,[5],"['Mo', 'O', 'Sb', 'Si']","['Mo', 'Sb', 'Si']",['O']
GUXRAS,2,NCCCCCN,[],"['F', 'Ge', 'O']",['Ge'],"['F', 'O']"
HAFJAA,0,CCc1nc2ccccc2[nH]1,[],"['Cr', 'O']",['Cr'],['O']
HAFJOO,0,Cc1nc2ccccc2[nH]1,[],"['Cr', 'O']",['Cr'],['O']
HAHNUA,0,CC1CNC(C)CN1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
HATSAY,3,CN1CCNCC1,[1],"['Al', 'Co', 'O', 'P']","['Al', 'Co']","['O', 'P']"
HATSEC,3,CN1CCNCC1,[1],"['Al', 'O', 'P', 'Zn']","['Al', 'Zn']","['O', 'P']"
HEMVIF,3,NCCN,[1],"['Co', 'F', 'O', 'P']",['Co'],"['F', 'O', 'P']"
HIQXOW,0,Nc1ccncc1,[],"['O', 'Re', 'V', 'W']","['Re', 'V', 'W']",['O']
HITTIO,1,c1ccncc1,"[10, 8]","['C', 'Ce', 'Mn', 'N', 'O']","['Ce', 'Mn']","['C', 'N', 'O']"
HITXOY,3,NCCNCCN,[],"['Al', 'Ge', 'O']","['Al', 'Ge']",['O']
HOLCOC,0,CNC,[1],"['O', 'P', 'Re', 'W']","['Re', 'W']","['O', 'P']"
HOZHEL,0,Cc1cc(-n2ccnc2)c(C)cc1-n1ccnc1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
HUPROA,0,Nc1ccccc1N,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
IBEXAP,0,C1CNCCN1,[11],"['As', 'O', 'V']",['V'],"['As', 'O']"
ICOTUR,0,C1CNCCN1,[],"['O', 'Sb', 'V']","['Sb', 'V']",['O']
IFAMIM,0,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,[],"['Co', 'O', 'W']","['Co', 'W']",['O']
IFAMOS,0,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,[],"['O', 'W', 'Zn']","['W', 'Zn']",['O']
IFEROB,2,NCCCN,[],"['Mo', 'O']",['Mo'],['O']
IFERUH,1,NCCCCCN,[],"['Mo', 'O']",['Mo'],['O']
IGOMUM,2,CC1CNCCN1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
IRIPOO,3,NCCN,[1],"['Nb', 'O', 'P', 'V']","['Nb', 'V']","['O', 'P']"
ITANOG,0,C1CNCCN1,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
ITEPAA,3,CNC,[],"['Bi', 'Na', 'O', 'W']","['Bi', 'Na', 'W']",['O']
ITEPEE,2,CNC,[],"['Na', 'O', 'Sb', 'W']","['Na', 'Sb', 'W']",['O']
IWOTIZ,0,c1c[nH]cn1,"[3, 8]","['C', 'Mo', 'O', 'Se']",['Mo'],"['C', 'O', 'Se']"
JIKLUN,0,CNC,[],"['Eu', 'O', 'Te', 'W']","['Eu', 'Te', 'W']",['O']
JOCTOL,0,c1c[nH]cn1,[],"['Co', 'Mo', 'O']","['Co', 'Mo']",['O']
JOTHOP,3,CCC(N)CCN,[1],"['O', 'P', 'Sn']",['Sn'],"['O', 'P']"
JOVWOI,3,C1CNCCN1,[1],"['Al', 'Fe', 'O', 'P']","['Al', 'Fe']","['O', 'P']"
JUVTOJ,0,NCCNCCN,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
KABXOD,0,c1c[nH]cn1,[],"['Fe', 'O', 'Sb', 'W']","['Fe', 'Sb', 'W']",['O']
KAYJIE,3,NCCCCCN,[],"['Ge', 'O']",['Ge'],['O']
KESWEL,3,CC(N)CCCCN,[],"['Ge', 'O']",['Ge'],['O']
KETFEW,0,c1cc(-c2ccncc2)ccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
KILYUZ,3,CN,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
KODNID,2,c1ccncc1,[],"['Ba', 'Cl', 'O', 'Sb']","['Ba', 'Sb']","['Cl', 'O']"
KOGPAX,0,CCNCC,[],"['Mo', 'O', 'V']","['Mo', 'V']",['O']
KUGWEQ,3,CNC,[7],"['C', 'Fe', 'Mg', 'O']","['Fe', 'Mg']","['C', 'O']"
KULTUJ,3,CC(CN)CCCN,[],"['Ge', 'O']",['Ge'],['O']
KUTBAE,3,NCCCNCCN,"[1, 1]","['Co', 'F', 'O', 'P']",['Co'],"['F', 'O', 'P']"
LAHQEQ,3,NCCCN,[1],"['Al', 'F', 'O', 'P']",['Al'],"['F', 'O', 'P']"
LAHQIU,3,NCCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
LEBLUC,3,CCN,[7],"['C', 'Eu', 'O', 'Y']","['Eu', 'Y']","['C', 'O']"
LETREJ,3,CCCCCCCCCCCCCCCCCCN,[0],"['F', 'Ga', 'O', 'P', 'Zn']","['Ga', 'Zn']","['F', 'O', 'P']"
LIDDUY,0,NCCNCCN,[],"['O', 'V']",['V'],['O']
LIFHOX,0,CCN(CC)CCN(CC)CC,[20],"['Bi', 'C', 'F', 'O']",['Bi'],"['C', 'F', 'O']"
LIFJAM,1,c1cc(-c2ccncc2)ccn1,[1],"['Co', 'O', 'P', 'W']","['Co', 'W']","['O', 'P']"
LIHKAQ,3,C1CNCCN1,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']"
LIQDIB,0,Nc1cc2nc3ccccc3nc2cc1N,[],"['K', 'Mn', 'O', 'Sb', 'W']","['K', 'Mn', 'Sb', 'W']",['O']
LIQROV,1,c1cc(CCCc2ccncc2)ccn1,[1],"['Fe', 'Mo', 'O', 'P', 'Sr']","['Fe', 'Mo', 'Sr']","['O', 'P']"
LIVKUW,3,NCCN,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
LIZZEB,0,c1c[nH]c(-c2ncc[nH]2)n1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
LOJPOR,0,c1cc(-c2cc[nH]n2)ccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
LULLAF,2,C1CNCCN1,[2],"['F', 'Fe', 'O', 'S']",['Fe'],"['F', 'O', 'S']"
MACHUU,0,N=C(N)N,[5],"['O', 'Pt', 'Si', 'W']","['Pt', 'Si', 'W']",['O']
MAKLIV,0,NCCNCCN,[],"['O', 'V']",['V'],['O']
MEBLEL,0,CN(C)CCN(C)C,[],"['Cr', 'O']",['Cr'],['O']
MECVIA,3,CCCCN(CCCC)CCCC,[1],"['Co', 'Ga', 'O', 'P']","['Co', 'Ga']","['O', 'P']"
MECVUM,3,NCCN(CCN)CCN,[1],"['Ga', 'Mn', 'O', 'P']","['Ga', 'Mn']","['O', 'P']"
MEJVEC,3,NCCN,"[12, 1]","['B', 'Cu', 'O', 'P']",['Cu'],"['B', 'O', 'P']"
MEXDEY,3,NCCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
MOJZEQ,2,NCCN,[1],"['Ga', 'O', 'P', 'V']","['Ga', 'V']","['O', 'P']"
MUFWAM,0,CCN(CC)CC,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
NATNAX,0,NCCCCCCN,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
NAVDUK,2,NCCNCCN,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
NEDJIR,0,CNC,[3],"['Mn', 'O', 'Se', 'W']","['Mn', 'W']","['O', 'Se']"
NIRDAT,3,NCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
NITDEC,0,c1cc(-c2ccncc2)ccn1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
NITGED,0,NCCN,[1],"['Fe', 'O', 'P', 'W']","['Fe', 'W']","['O', 'P']"
NITGIH,1,NCCN,[1],"['Fe', 'K', 'O', 'P', 'W']","['Fe', 'K', 'W']","['O', 'P']"
NUFFAY,0,CNC,[1],"['Mg', 'O', 'P', 'W']","['Mg', 'W']","['O', 'P']"
NUNTOH,3,NCCCNCCN,[1],"['Co', 'F', 'O', 'P']",['Co'],"['F', 'O', 'P']"
NUSGEO,0,c1ccc(-c2ccccn2)nc1,[],"['O', 'V', 'W']","['V', 'W']",['O']
NUSGIS,0,c1cc(-c2ccncc2)ccn1,[],"['O', 'V', 'W']","['V', 'W']",['O']
NUSGUE,0,c1cc(-c2ccncc2)ccn1,[12],"['B', 'O', 'W']",['W'],"['B', 'O']"
NUVLEW,0,CNC,"[1, 8]","['C', 'Mn', 'O', 'P', 'W']","['Mn', 'W']","['C', 'O', 'P']"
OFEZIJ,3,NCCN(CCN)CCN,[1],"['Al', 'Co', 'O', 'P']","['Al', 'Co']","['O', 'P']"
OGUXOF,0,NCCN(CCN)CCN,[],"['O', 'V', 'W']","['V', 'W']",['O']
OPEGIA,3,NC1CCCCC1N,[0],"['In', 'O', 'P']",['In'],"['O', 'P']"
PADKIP,3,C1CNC1,[7],"['C', 'Mn', 'O']",['Mn'],"['C', 'O']"
PEVGOO,0,CCNCC,[1],"['O', 'P', 'Ti', 'W']","['Ti', 'W']","['O', 'P']"
PIPFUR,0,NCCCN,[],"['O', 'V', 'W']","['V', 'W']",['O']
POLBEX,3,NCCCCCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
POTYUT,0,Nc1ccc(N)cc1,[],"['Mo', 'O']",['Mo'],['O']
POTZAA,1,NCc1cccc(CN)c1,[],"['Mo', 'O']",['Mo'],['O']
PUFPOY,0,c1cc2ccc1CNCCN1CCNCc3ccc(cc3)CNCCN(CCNC2)CCNCc2ccc(cc2)CNCC1,[],"['O', 'Re']",['Re'],['O']
PUPJIU,0,c1cc(-c2ccncc2)ccn1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
QAWPAF,0,NCCCCCCN,[],"['O', 'V']",['V'],['O']
QAXROW,3,CC(C)(CN)CN,[1],"['F', 'O', 'P', 'Zr']",['Zr'],"['F', 'O', 'P']"
QEDCOU,0,c1cn(CCCCn2ccnc2)cn1,[6],"['As', 'O', 'W']",['W'],"['As', 'O']"
QEVDON,0,c1c[nH]cn1,[1],"['Mo', 'O', 'P', 'V']","['Mo', 'V']","['O', 'P']"
QIXZOO,0,C1N2CN3CN1CN(C2)C3,[],"['O', 'V', 'W']","['V', 'W']",['O']
QOPDAA,3,NC1CCCCC1N,[1],"['Ga', 'O', 'P', 'Zn']","['Ga', 'Zn']","['O', 'P']"
QUFGED,3,NCCNCCN,[1],"['Al', 'Mg', 'O', 'P']","['Al', 'Mg']","['O', 'P']"
QUFGIH,3,NCCNCCN,[1],"['Al', 'Mg', 'O', 'P']","['Al', 'Mg']","['O', 'P']"
QUJFUZ,0,CNC,"[13, 3]","['Ho', 'O', 'Se', 'W']","['Ho', 'W']","['O', 'Se']"
QUJGAG,0,CNC,"[13, 3]","['Er', 'O', 'Se', 'W']","['Er', 'W']","['O', 'Se']"
QUJGEK,0,CNC,"[13, 3]","['O', 'Se', 'Tm', 'W']","['Tm', 'W']","['O', 'Se']"
QUJGIO,0,CNC,"[13, 3]","['O', 'Se', 'Tb', 'W']","['Tb', 'W']","['O', 'Se']"
QUTSII,0,Cn1ccnc1,[11],"['As', 'Mn', 'O', 'W']","['Mn', 'W']","['As', 'O']"
RABNUD,3,c1c[nH]cn1,[1],"['In', 'O', 'P']",['In'],"['O', 'P']"
RATPEJ,0,c1cc(-c2ccncc2)ccn1,[1],"['Mo', 'O', 'P', 'Sb']","['Mo', 'Sb']","['O', 'P']"
RATPIN,0,c1c[nH]cn1,[1],"['Mo', 'O', 'P', 'Sb']","['Mo', 'Sb']","['O', 'P']"
RAYZIA,3,C1CNCCN1,[1],"['F', 'O', 'P', 'V']",['V'],"['F', 'O', 'P']"
REBRAR,0,c1ccncc1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
REJFEU,3,NCCN,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
REZGEJ,0,c1ccncc1,[5],"['Mo', 'O', 'Si']","['Mo', 'Si']",['O']
REZLAL,0,c1cn(CCCCn2ccnc2)cn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
